synthetic_image_name,source_image_name,class,approach,parameters_used
synthetic_broken_rail_0146.jpg,broken_rail_022.jpg,broken_rail,Railway Defect Simulation,"Rust Texture, Shadow Simulation"
synthetic_broken_rail_0147.jpg,broken_rail_016.jpg,broken_rail,Railway Defect Simulation,
synthetic_broken_rail_0148.jpg,broken_rail_019.jpg,broken_rail,Railway Defect Simulation,"Crack Extension, Fog Weather Overlay"
synthetic_broken_rail_0149.jpg,broken_rail_017.jpg,broken_rail,Railway Defect Simulation,Fog Weather Overlay
synthetic_broken_rail_0150.jpg,broken_rail_015.jpg,broken_rail,Standard Augmentation,"Rotation, Brightness Adjustment, Contrast Adjustment"
synthetic_broken_rail_0151.jpg,broken_rail_013.jpg,broken_rail,Railway Defect Simulation,"Crack Extension, Fog Weather Overlay, Shadow Simulation, Lens Dust Spec"
synthetic_broken_rail_0152.jpg,broken_rail_007.jpg,broken_rail,Railway Defect Simulation,"Crack Extension, Lens Dust Spec"
synthetic_broken_rail_0153.jpg,broken_rail_011.jpg,broken_rail,Combined,"Rotation, Horizontal Flip, Shadow Simulation, Lighting Variation"
synthetic_broken_rail_0154.jpg,broken_rail_005.jpg,broken_rail,Railway Defect Simulation,"Rust Texture, Lens Dust Spec"
synthetic_broken_rail_0155.jpg,broken_rail_016.jpg,broken_rail,Railway Defect Simulation,"Crack Extension, Fog Weather Overlay"
synthetic_broken_rail_0156.jpg,broken_rail_015.jpg,broken_rail,Railway Defect Simulation,"Rust Texture, Crack Extension, Fog Weather Overlay"
synthetic_broken_rail_0157.jpg,broken_rail_003.jpg,broken_rail,Railway Defect Simulation,Fog Weather Overlay
synthetic_broken_rail_0158.jpg,broken_rail_015.jpg,broken_rail,Combined,"Rotation, Horizontal Flip, Rust Texture, Lighting Variation"
synthetic_broken_rail_0159.jpg,broken_rail_016.jpg,broken_rail,Standard Augmentation,"Rotation, Horizontal Flip, Gaussian Blur, Histogram Equalization"
synthetic_broken_rail_0160.jpg,broken_rail_010.jpg,broken_rail,Standard Augmentation,"Rotation, Horizontal Flip, Brightness Adjustment, Contrast Adjustment, Gaussian Blur, Histogram Equalization"
synthetic_broken_rail_0161.jpg,broken_rail_006.jpg,broken_rail,Standard Augmentation,"Rotation, Horizontal Flip, Brightness Adjustment"
synthetic_broken_rail_0162.jpg,broken_rail_018.jpg,broken_rail,Combined,"Rotation, Horizontal Flip, Lighting Variation"
synthetic_broken_rail_0163.jpg,broken_rail_017.jpg,broken_rail,Railway Defect Simulation,
synthetic_broken_rail_0164.jpg,broken_rail_014.jpg,broken_rail,Combined,"Rotation, Horizontal Flip, Lighting Variation"
synthetic_broken_rail_0165.jpg,broken_rail_011.jpg,broken_rail,Combined,"Rotation, Shadow Simulation, Lighting Variation"
synthetic_broken_rail_0166.jpg,broken_rail_020.jpg,broken_rail,Railway Defect Simulation,Crack Extension
synthetic_broken_rail_0167.jpg,broken_rail_002.jpg,broken_rail,Railway Defect Simulation,"Crack Extension, Rain Weather Overlay, Shadow Simulation, Lens Dust Spec"
synthetic_broken_rail_0168.jpg,broken_rail_020.jpg,broken_rail,Combined,"Rotation, Shadow Simulation, Lighting Variation"
synthetic_broken_rail_0169.jpg,broken_rail_007.jpg,broken_rail,Standard Augmentation,"Rotation, Brightness Adjustment, Contrast Adjustment"
synthetic_broken_rail_0170.jpg,broken_rail_017.jpg,broken_rail,Railway Defect Simulation,"Rain Weather Overlay, Lens Dust Spec"
synthetic_broken_rail_0171.jpg,broken_rail_012.jpg,broken_rail,Standard Augmentation,Rotation
synthetic_broken_rail_0172.jpg,broken_rail_013.jpg,broken_rail,Railway Defect Simulation,"Rust Texture, Crack Extension, Fog Weather Overlay, Shadow Simulation, Lens Dust Spec"
synthetic_broken_rail_0173.jpg,broken_rail_015.jpg,broken_rail,Combined,"Rotation, Rain Weather Overlay, Lighting Variation"
synthetic_broken_rail_0174.jpg,broken_rail_020.jpg,broken_rail,Railway Defect Simulation,"Rust Texture, Shadow Simulation, Lens Dust Spec"
synthetic_broken_rail_0175.jpg,broken_rail_014.jpg,broken_rail,Railway Defect Simulation,"Rust Texture, Crack Extension, Rain Weather Overlay"
synthetic_broken_rail_0176.jpg,broken_rail_002.jpg,broken_rail,Combined,"Rotation, Lighting Variation"
synthetic_broken_rail_0177.jpg,broken_rail_020.jpg,broken_rail,Railway Defect Simulation,Fog Weather Overlay
synthetic_broken_rail_0178.jpg,broken_rail_018.jpg,broken_rail,Combined,"Rotation, Horizontal Flip, Shadow Simulation, Lighting Variation"
synthetic_broken_rail_0179.jpg,broken_rail_022.jpg,broken_rail,Combined,"Rotation, Horizontal Flip, Crack Extension, Lighting Variation"
synthetic_broken_rail_0180.jpg,broken_rail_017.jpg,broken_rail,Railway Defect Simulation,Crack Extension
synthetic_broken_rail_0181.jpg,broken_rail_017.jpg,broken_rail,Railway Defect Simulation,"Crack Extension, Fog Weather Overlay, Shadow Simulation, Lens Dust Spec"
synthetic_broken_rail_0182.jpg,broken_rail_016.jpg,broken_rail,Combined,"Rotation, Lighting Variation"
synthetic_broken_rail_0183.jpg,broken_rail_002.jpg,broken_rail,Standard Augmentation,"Rotation, Horizontal Flip, Contrast Adjustment"
synthetic_broken_rail_0184.jpg,broken_rail_014.jpg,broken_rail,Standard Augmentation,"Rotation, Contrast Adjustment"
synthetic_broken_rail_0185.jpg,broken_rail_022.jpg,broken_rail,Railway Defect Simulation,"Rust Texture, Crack Extension, Fog Weather Overlay, Lens Dust Spec"
synthetic_broken_rail_0186.jpg,broken_rail_006.jpg,broken_rail,Standard Augmentation,"Rotation, Brightness Adjustment"
synthetic_broken_rail_0187.jpg,broken_rail_018.jpg,broken_rail,Combined,"Rotation, Rust Texture, Lighting Variation"
synthetic_broken_rail_0188.jpg,broken_rail_013.jpg,broken_rail,Standard Augmentation,"Rotation, Histogram Equalization"
synthetic_broken_rail_0189.jpg,broken_rail_017.jpg,broken_rail,Combined,"Rotation, Shadow Simulation, Lighting Variation"
synthetic_broken_rail_0190.jpg,broken_rail_015.jpg,broken_rail,Standard Augmentation,"Rotation, Contrast Adjustment"
synthetic_broken_rail_0191.jpg,broken_rail_020.jpg,broken_rail,Standard Augmentation,"Rotation, Horizontal Flip, Brightness Adjustment, Histogram Equalization"
synthetic_broken_rail_0192.jpg,broken_rail_010.jpg,broken_rail,Combined,"Rotation, Lighting Variation"
synthetic_broken_rail_0193.jpg,broken_rail_007.jpg,broken_rail,Standard Augmentation,"Rotation, Contrast Adjustment"
synthetic_broken_rail_0194.jpg,broken_rail_006.jpg,broken_rail,Railway Defect Simulation,Shadow Simulation
synthetic_broken_rail_0195.jpg,broken_rail_002.jpg,broken_rail,Combined,"Rotation, Crack Extension, Lighting Variation"
synthetic_broken_rail_0196.jpg,broken_rail_012.jpg,broken_rail,Standard Augmentation,"Rotation, Horizontal Flip, Brightness Adjustment"
synthetic_broken_rail_0197.jpg,broken_rail_010.jpg,broken_rail,Railway Defect Simulation,"Rust Texture, Lens Dust Spec"
synthetic_broken_rail_0198.jpg,broken_rail_013.jpg,broken_rail,Standard Augmentation,"Rotation, Horizontal Flip, Brightness Adjustment, Contrast Adjustment"
synthetic_broken_rail_0199.jpg,broken_rail_007.jpg,broken_rail,Combined,"Rotation, Horizontal Flip, Fog Weather Overlay, Lighting Variation"
synthetic_broken_rail_0200.jpg,broken_rail_017.jpg,broken_rail,Standard Augmentation,"Rotation, Gaussian Blur"
synthetic_broken_rail_0201.jpg,broken_rail_011.jpg,broken_rail,Combined,"Rotation, Lighting Variation"
synthetic_broken_rail_0202.jpg,broken_rail_003.jpg,broken_rail,Combined,"Rotation, Lighting Variation"
synthetic_broken_rail_0203.jpg,broken_rail_019.jpg,broken_rail,Standard Augmentation,"Rotation, Contrast Adjustment, Gaussian Blur"
